benchmark,variant,seed,workload_scale,removed_or_corrupted_event_class,replay_status,property_match,final_signature_match,event_match,rejected,required_for_replay,diagnostic_only,notes
mmio_ordering_bug,failing,1,smoke,property_id,REJECT,true,true,false,true,true,false,corrupted property_id metadata
mmio_ordering_bug,failing,1,smoke,pc_context,REJECT,false,false,false,true,false,true,corrupted PC context bits in packet
mmio_ordering_bug,failing,1,smoke,diagnostic_context,REJECT,true,true,false,true,false,true,removed first diagnostic-only event
mmio_ordering_bug,failing,1,smoke,cycle_delta,NA,NA,NA,NA,NA,NA,true,cycle_delta is not encoded in current capsule JSON
mmio_ordering_bug,failing,2,smoke,commit_index,REJECT,false,false,false,true,true,false,corrupted commit index bits in packet
mmio_ordering_bug,failing,2,smoke,interrupt_pending,NA,NA,NA,NA,NA,NA,false,interrupt_pending event absent in capsule
mmio_ordering_bug,failing,2,smoke,interrupt_taken,NA,NA,NA,NA,NA,NA,false,interrupt_taken event absent in capsule
mmio_ordering_bug,failing,2,smoke,mmio_read,NA,NA,NA,NA,NA,NA,false,mmio_read event absent in capsule
mmio_ordering_bug,failing,2,smoke,mmio_write,REJECT,true,true,false,true,true,false,removed first mmio_write event
mmio_ordering_bug,failing,2,smoke,mmio_address,REJECT,false,false,false,true,true,false,corrupted MMIO address field in packet
mmio_ordering_bug,failing,2,smoke,mmio_value,REJECT,false,false,false,true,true,false,corrupted MMIO value field in packet
mmio_ordering_bug,failing,2,smoke,payload_hash,REJECT,false,false,false,true,true,false,corrupted payload_hash field
mmio_ordering_bug,failing,2,smoke,property_id,REJECT,true,true,false,true,true,false,corrupted property_id metadata
mmio_ordering_bug,failing,2,smoke,pc_context,REJECT,false,false,false,true,false,true,corrupted PC context bits in packet
mmio_ordering_bug,failing,2,smoke,diagnostic_context,REJECT,true,true,false,true,false,true,removed first diagnostic-only event
mmio_ordering_bug,failing,2,smoke,cycle_delta,NA,NA,NA,NA,NA,NA,true,cycle_delta is not encoded in current capsule JSON
mmio_ordering_bug,failing,3,smoke,commit_index,REJECT,false,false,false,true,true,false,corrupted commit index bits in packet
mmio_ordering_bug,failing,3,smoke,interrupt_pending,NA,NA,NA,NA,NA,NA,false,interrupt_pending event absent in capsule
mmio_ordering_bug,failing,3,smoke,interrupt_taken,NA,NA,NA,NA,NA,NA,false,interrupt_taken event absent in capsule
mmio_ordering_bug,failing,3,smoke,mmio_read,NA,NA,NA,NA,NA,NA,false,mmio_read event absent in capsule
mmio_ordering_bug,failing,3,smoke,mmio_write,REJECT,true,true,false,true,true,false,removed first mmio_write event
mmio_ordering_bug,failing,3,smoke,mmio_address,REJECT,false,false,false,true,true,false,corrupted MMIO address field in packet
mmio_ordering_bug,failing,3,smoke,mmio_value,REJECT,false,false,false,true,true,false,corrupted MMIO value field in packet
mmio_ordering_bug,failing,3,smoke,payload_hash,REJECT,false,false,false,true,true,false,corrupted payload_hash field
mmio_ordering_bug,failing,3,smoke,property_id,REJECT,true,true,false,true,true,false,corrupted property_id metadata
mmio_ordering_bug,failing,3,smoke,pc_context,REJECT,false,false,false,true,false,true,corrupted PC context bits in packet
mmio_ordering_bug,failing,3,smoke,diagnostic_context,REJECT,true,true,false,true,false,true,removed first diagnostic-only event
mmio_ordering_bug,failing,3,smoke,cycle_delta,NA,NA,NA,NA,NA,NA,true,cycle_delta is not encoded in current capsule JSON
mmio_ordering_bug,failing,4,smoke,commit_index,REJECT,false,false,false,true,true,false,corrupted commit index bits in packet
mmio_ordering_bug,failing,4,smoke,interrupt_pending,NA,NA,NA,NA,NA,NA,false,interrupt_pending event absent in capsule
mmio_ordering_bug,failing,4,smoke,interrupt_taken,NA,NA,NA,NA,NA,NA,false,interrupt_taken event absent in capsule
mmio_ordering_bug,failing,4,smoke,mmio_read,NA,NA,NA,NA,NA,NA,false,mmio_read event absent in capsule
mmio_ordering_bug,failing,4,smoke,mmio_write,REJECT,true,true,false,true,true,false,removed first mmio_write event
mmio_ordering_bug,failing,4,smoke,mmio_address,REJECT,false,false,false,true,true,false,corrupted MMIO address field in packet
mmio_ordering_bug,failing,4,smoke,mmio_value,REJECT,false,false,false,true,true,false,corrupted MMIO value field in packet
mmio_ordering_bug,failing,4,smoke,payload_hash,REJECT,false,false,false,true,true,false,corrupted payload_hash field
mmio_ordering_bug,failing,4,smoke,property_id,REJECT,true,true,false,true,true,false,corrupted property_id metadata
mmio_ordering_bug,failing,4,smoke,pc_context,REJECT,false,false,false,true,false,true,corrupted PC context bits in packet
mmio_ordering_bug,failing,4,smoke,diagnostic_context,REJECT,true,true,false,true,false,true,removed first diagnostic-only event
mmio_ordering_bug,failing,4,smoke,cycle_delta,NA,NA,NA,NA,NA,NA,true,cycle_delta is not encoded in current capsule JSON
mmio_ordering_bug,failing,5,smoke,commit_index,REJECT,false,false,false,true,true,false,corrupted commit index bits in packet
mmio_ordering_bug,failing,5,smoke,interrupt_pending,NA,NA,NA,NA,NA,NA,false,interrupt_pending event absent in capsule
mmio_ordering_bug,failing,5,smoke,interrupt_taken,NA,NA,NA,NA,NA,NA,false,interrupt_taken event absent in capsule
mmio_ordering_bug,failing,5,smoke,mmio_read,NA,NA,NA,NA,NA,NA,false,mmio_read event absent in capsule
mmio_ordering_bug,failing,5,smoke,mmio_write,REJECT,true,true,false,true,true,false,removed first mmio_write event
mmio_ordering_bug,failing,5,smoke,mmio_address,REJECT,false,false,false,true,true,false,corrupted MMIO address field in packet
mmio_ordering_bug,failing,5,smoke,mmio_value,REJECT,false,false,false,true,true,false,corrupted MMIO value field in packet
mmio_ordering_bug,failing,5,smoke,payload_hash,REJECT,false,false,false,true,true,false,corrupted payload_hash field
mmio_ordering_bug,failing,5,smoke,property_id,REJECT,true,true,false,true,true,false,corrupted property_id metadata
mmio_ordering_bug,failing,5,smoke,pc_context,REJECT,false,false,false,true,false,true,corrupted PC context bits in packet
mmio_ordering_bug,failing,5,smoke,diagnostic_context,REJECT,true,true,false,true,false,true,removed first diagnostic-only event
mmio_ordering_bug,failing,5,smoke,cycle_delta,NA,NA,NA,NA,NA,NA,true,cycle_delta is not encoded in current capsule JSON
mmio_ordering_bug,failing,1,short,commit_index,REJECT,false,false,false,true,true,false,corrupted commit index bits in packet
mmio_ordering_bug,failing,1,short,interrupt_pending,NA,NA,NA,NA,NA,NA,false,interrupt_pending event absent in capsule
mmio_ordering_bug,failing,1,short,interrupt_taken,NA,NA,NA,NA,NA,NA,false,interrupt_taken event absent in capsule
mmio_ordering_bug,failing,1,short,mmio_read,NA,NA,NA,NA,NA,NA,false,mmio_read event absent in capsule
mmio_ordering_bug,failing,1,short,mmio_write,REJECT,true,true,false,true,true,false,removed first mmio_write event
mmio_ordering_bug,failing,1,short,mmio_address,REJECT,false,false,false,true,true,false,corrupted MMIO address field in packet
mmio_ordering_bug,failing,1,short,mmio_value,REJECT,false,false,false,true,true,false,corrupted MMIO value field in packet
mmio_ordering_bug,failing,1,short,payload_hash,REJECT,false,false,false,true,true,false,corrupted payload_hash field
mmio_ordering_bug,failing,1,short,property_id,REJECT,true,true,false,true,true,false,corrupted property_id metadata
mmio_ordering_bug,failing,1,short,pc_context,REJECT,false,false,false,true,false,true,corrupted PC context bits in packet
mmio_ordering_bug,failing,1,short,diagnostic_context,REJECT,true,true,false,true,false,true,removed first diagnostic-only event
mmio_ordering_bug,failing,1,short,cycle_delta,NA,NA,NA,NA,NA,NA,true,cycle_delta is not encoded in current capsule JSON
mmio_ordering_bug,failing,2,short,commit_index,REJECT,false,false,false,true,true,false,corrupted commit index bits in packet
mmio_ordering_bug,failing,2,short,interrupt_pending,NA,NA,NA,NA,NA,NA,false,interrupt_pending event absent in capsule
mmio_ordering_bug,failing,2,short,interrupt_taken,NA,NA,NA,NA,NA,NA,false,interrupt_taken event absent in capsule
mmio_ordering_bug,failing,2,short,mmio_read,NA,NA,NA,NA,NA,NA,false,mmio_read event absent in capsule
mmio_ordering_bug,failing,2,short,mmio_write,REJECT,true,true,false,true,true,false,removed first mmio_write event
mmio_ordering_bug,failing,2,short,mmio_address,REJECT,false,false,false,true,true,false,corrupted MMIO address field in packet
mmio_ordering_bug,failing,2,short,mmio_value,REJECT,false,false,false,true,true,false,corrupted MMIO value field in packet
mmio_ordering_bug,failing,2,short,payload_hash,REJECT,false,false,false,true,true,false,corrupted payload_hash field
mmio_ordering_bug,failing,2,short,property_id,REJECT,true,true,false,true,true,false,corrupted property_id metadata
mmio_ordering_bug,failing,2,short,pc_context,REJECT,false,false,false,true,false,true,corrupted PC context bits in packet
mmio_ordering_bug,failing,2,short,diagnostic_context,REJECT,true,true,false,true,false,true,removed first diagnostic-only event
mmio_ordering_bug,failing,2,short,cycle_delta,NA,NA,NA,NA,NA,NA,true,cycle_delta is not encoded in current capsule JSON
mmio_ordering_bug,failing,3,short,commit_index,REJECT,false,false,false,true,true,false,corrupted commit index bits in packet
mmio_ordering_bug,failing,3,short,interrupt_pending,NA,NA,NA,NA,NA,NA,false,interrupt_pending event absent in capsule
mmio_ordering_bug,failing,3,short,interrupt_taken,NA,NA,NA,NA,NA,NA,false,interrupt_taken event absent in capsule
mmio_ordering_bug,failing,3,short,mmio_read,NA,NA,NA,NA,NA,NA,false,mmio_read event absent in capsule
mmio_ordering_bug,failing,3,short,mmio_write,REJECT,true,true,false,true,true,false,removed first mmio_write event
mmio_ordering_bug,failing,3,short,mmio_address,REJECT,false,false,false,true,true,false,corrupted MMIO address field in packet
mmio_ordering_bug,failing,3,short,mmio_value,REJECT,false,false,false,true,true,false,corrupted MMIO value field in packet
mmio_ordering_bug,failing,3,short,payload_hash,REJECT,false,false,false,true,true,false,corrupted payload_hash field
mmio_ordering_bug,failing,3,short,property_id,REJECT,true,true,false,true,true,false,corrupted property_id metadata
mmio_ordering_bug,failing,3,short,pc_context,REJECT,false,false,false,true,false,true,corrupted PC context bits in packet
mmio_ordering_bug,failing,3,short,diagnostic_context,REJECT,true,true,false,true,false,true,removed first diagnostic-only event
mmio_ordering_bug,failing,3,short,cycle_delta,NA,NA,NA,NA,NA,NA,true,cycle_delta is not encoded in current capsule JSON
mmio_ordering_bug,failing,4,short,commit_index,REJECT,false,false,false,true,true,false,corrupted commit index bits in packet
mmio_ordering_bug,failing,4,short,interrupt_pending,NA,NA,NA,NA,NA,NA,false,interrupt_pending event absent in capsule
mmio_ordering_bug,failing,4,short,interrupt_taken,NA,NA,NA,NA,NA,NA,false,interrupt_taken event absent in capsule
mmio_ordering_bug,failing,4,short,mmio_read,NA,NA,NA,NA,NA,NA,false,mmio_read event absent in capsule
mmio_ordering_bug,failing,4,short,mmio_write,REJECT,true,true,false,true,true,false,removed first mmio_write event
mmio_ordering_bug,failing,4,short,mmio_address,REJECT,false,false,false,true,true,false,corrupted MMIO address field in packet
mmio_ordering_bug,failing,4,short,mmio_value,REJECT,false,false,false,true,true,false,corrupted MMIO value field in packet
mmio_ordering_bug,failing,4,short,payload_hash,REJECT,false,false,false,true,true,false,corrupted payload_hash field
mmio_ordering_bug,failing,4,short,property_id,REJECT,true,true,false,true,true,false,corrupted property_id metadata
mmio_ordering_bug,failing,4,short,pc_context,REJECT,false,false,false,true,false,true,corrupted PC context bits in packet
mmio_ordering_bug,failing,4,short,diagnostic_context,REJECT,true,true,false,true,false,true,removed first diagnostic-only event
mmio_ordering_bug,failing,4,short,cycle_delta,NA,NA,NA,NA,NA,NA,true,cycle_delta is not encoded in current capsule JSON
mmio_ordering_bug,failing,5,short,commit_index,REJECT,false,false,false,true,true,false,corrupted commit index bits in packet
mmio_ordering_bug,failing,5,short,interrupt_pending,NA,NA,NA,NA,NA,NA,false,interrupt_pending event absent in capsule
mmio_ordering_bug,failing,5,short,interrupt_taken,NA,NA,NA,NA,NA,NA,false,interrupt_taken event absent in capsule
mmio_ordering_bug,failing,5,short,mmio_read,NA,NA,NA,NA,NA,NA,false,mmio_read event absent in capsule
mmio_ordering_bug,failing,5,short,mmio_write,REJECT,true,true,false,true,true,false,removed first mmio_write event
mmio_ordering_bug,failing,5,short,mmio_address,REJECT,false,false,false,true,true,false,corrupted MMIO address field in packet
mmio_ordering_bug,failing,5,short,mmio_value,REJECT,false,false,false,true,true,false,corrupted MMIO value field in packet
mmio_ordering_bug,failing,5,short,payload_hash,REJECT,false,false,false,true,true,false,corrupted payload_hash field
mmio_ordering_bug,failing,5,short,property_id,REJECT,true,true,false,true,true,false,corrupted property_id metadata
mmio_ordering_bug,failing,5,short,pc_context,REJECT,false,false,false,true,false,true,corrupted PC context bits in packet
mmio_ordering_bug,failing,5,short,diagnostic_context,REJECT,true,true,false,true,false,true,removed first diagnostic-only event
mmio_ordering_bug,failing,5,short,cycle_delta,NA,NA,NA,NA,NA,NA,true,cycle_delta is not encoded in current capsule JSON
stack_corruption_bug,failing,1,smoke,commit_index,REJECT,false,false,false,true,true,false,corrupted commit index bits in packet
stack_corruption_bug,failing,1,smoke,interrupt_pending,NA,NA,NA,NA,NA,NA,false,interrupt_pending event absent in capsule
stack_corruption_bug,failing,1,smoke,interrupt_taken,NA,NA,NA,NA,NA,NA,false,interrupt_taken event absent in capsule
stack_corruption_bug,failing,1,smoke,mmio_read,NA,NA,NA,NA,NA,NA,false,mmio_read event absent in capsule
stack_corruption_bug,failing,1,smoke,mmio_write,NA,NA,NA,NA,NA,NA,false,mmio_write event absent in capsule
stack_corruption_bug,failing,1,smoke,mmio_address,NA,NA,NA,NA,NA,NA,false,MMIO event absent in capsule
stack_corruption_bug,failing,1,smoke,mmio_value,NA,NA,NA,NA,NA,NA,false,MMIO event absent in capsule
stack_corruption_bug,failing,1,smoke,payload_hash,REJECT,false,false,false,true,true,false,corrupted payload_hash field
stack_corruption_bug,failing,1,smoke,property_id,REJECT,true,true,false,true,true,false,corrupted property_id metadata
stack_corruption_bug,failing,1,smoke,pc_context,REJECT,false,false,false,true,false,true,corrupted PC context bits in packet
stack_corruption_bug,failing,1,smoke,diagnostic_context,REJECT,true,true,false,true,false,true,removed first diagnostic-only event
stack_corruption_bug,failing,1,smoke,cycle_delta,NA,NA,NA,NA,NA,NA,true,cycle_delta is not encoded in current capsule JSON
stack_corruption_bug,failing,2,smoke,commit_index,REJECT,false,false,false,true,true,false,corrupted commit index bits in packet
stack_corruption_bug,failing,2,smoke,interrupt_pending,NA,NA,NA,NA,NA,NA,false,interrupt_pending event absent in capsule
stack_corruption_bug,failing,2,smoke,interrupt_taken,NA,NA,NA,NA,NA,NA,false,interrupt_taken event absent in capsule
stack_corruption_bug,failing,2,smoke,mmio_read,NA,NA,NA,NA,NA,NA,false,mmio_read event absent in capsule
stack_corruption_bug,failing,2,smoke,mmio_write,NA,NA,NA,NA,NA,NA,false,mmio_write event absent in capsule
stack_corruption_bug,failing,2,smoke,mmio_address,NA,NA,NA,NA,NA,NA,false,MMIO event absent in capsule
stack_corruption_bug,failing,2,smoke,mmio_value,NA,NA,NA,NA,NA,NA,false,MMIO event absent in capsule
stack_corruption_bug,failing,2,smoke,payload_hash,REJECT,false,false,false,true,true,false,corrupted payload_hash field
stack_corruption_bug,failing,2,smoke,property_id,REJECT,true,true,false,true,true,false,corrupted property_id metadata
stack_corruption_bug,failing,2,smoke,pc_context,REJECT,false,false,false,true,false,true,corrupted PC context bits in packet
stack_corruption_bug,failing,2,smoke,diagnostic_context,REJECT,true,true,false,true,false,true,removed first diagnostic-only event
stack_corruption_bug,failing,2,smoke,cycle_delta,NA,NA,NA,NA,NA,NA,true,cycle_delta is not encoded in current capsule JSON
stack_corruption_bug,failing,3,smoke,commit_index,REJECT,false,false,false,true,true,false,corrupted commit index bits in packet
stack_corruption_bug,failing,3,smoke,interrupt_pending,NA,NA,NA,NA,NA,NA,false,interrupt_pending event absent in capsule
stack_corruption_bug,failing,3,smoke,interrupt_taken,NA,NA,NA,NA,NA,NA,false,interrupt_taken event absent in capsule
stack_corruption_bug,failing,3,smoke,mmio_read,NA,NA,NA,NA,NA,NA,false,mmio_read event absent in capsule
stack_corruption_bug,failing,3,smoke,mmio_write,NA,NA,NA,NA,NA,NA,false,mmio_write event absent in capsule
stack_corruption_bug,failing,3,smoke,mmio_address,NA,NA,NA,NA,NA,NA,false,MMIO event absent in capsule
stack_corruption_bug,failing,3,smoke,mmio_value,NA,NA,NA,NA,NA,NA,false,MMIO event absent in capsule
stack_corruption_bug,failing,3,smoke,payload_hash,REJECT,false,false,false,true,true,false,corrupted payload_hash field
stack_corruption_bug,failing,3,smoke,property_id,REJECT,true,true,false,true,true,false,corrupted property_id metadata
stack_corruption_bug,failing,3,smoke,pc_context,REJECT,false,false,false,true,false,true,corrupted PC context bits in packet
stack_corruption_bug,failing,3,smoke,diagnostic_context,REJECT,true,true,false,true,false,true,removed first diagnostic-only event
stack_corruption_bug,failing,3,smoke,cycle_delta,NA,NA,NA,NA,NA,NA,true,cycle_delta is not encoded in current capsule JSON
stack_corruption_bug,failing,4,smoke,commit_index,REJECT,false,false,false,true,true,false,corrupted commit index bits in packet
stack_corruption_bug,failing,4,smoke,interrupt_pending,NA,NA,NA,NA,NA,NA,false,interrupt_pending event absent in capsule
stack_corruption_bug,failing,4,smoke,interrupt_taken,NA,NA,NA,NA,NA,NA,false,interrupt_taken event absent in capsule
stack_corruption_bug,failing,4,smoke,mmio_read,NA,NA,NA,NA,NA,NA,false,mmio_read event absent in capsule
stack_corruption_bug,failing,4,smoke,mmio_write,NA,NA,NA,NA,NA,NA,false,mmio_write event absent in capsule
stack_corruption_bug,failing,4,smoke,mmio_address,NA,NA,NA,NA,NA,NA,false,MMIO event absent in capsule
stack_corruption_bug,failing,4,smoke,mmio_value,NA,NA,NA,NA,NA,NA,false,MMIO event absent in capsule
stack_corruption_bug,failing,4,smoke,payload_hash,REJECT,false,false,false,true,true,false,corrupted payload_hash field
stack_corruption_bug,failing,4,smoke,property_id,REJECT,true,true,false,true,true,false,corrupted property_id metadata
stack_corruption_bug,failing,4,smoke,pc_context,REJECT,false,false,false,true,false,true,corrupted PC context bits in packet
stack_corruption_bug,failing,4,smoke,diagnostic_context,REJECT,true,true,false,true,false,true,removed first diagnostic-only event
stack_corruption_bug,failing,4,smoke,cycle_delta,NA,NA,NA,NA,NA,NA,true,cycle_delta is not encoded in current capsule JSON
stack_corruption_bug,failing,5,smoke,commit_index,REJECT,false,false,false,true,true,false,corrupted commit index bits in packet
stack_corruption_bug,failing,5,smoke,interrupt_pending,NA,NA,NA,NA,NA,NA,false,interrupt_pending event absent in capsule
stack_corruption_bug,failing,5,smoke,interrupt_taken,NA,NA,NA,NA,NA,NA,false,interrupt_taken event absent in capsule
stack_corruption_bug,failing,5,smoke,mmio_read,NA,NA,NA,NA,NA,NA,false,mmio_read event absent in capsule
stack_corruption_bug,failing,5,smoke,mmio_write,NA,NA,NA,NA,NA,NA,false,mmio_write event absent in capsule
stack_corruption_bug,failing,5,smoke,mmio_address,NA,NA,NA,NA,NA,NA,false,MMIO event absent in capsule
stack_corruption_bug,failing,5,smoke,mmio_value,NA,NA,NA,NA,NA,NA,false,MMIO event absent in capsule
stack_corruption_bug,failing,5,smoke,payload_hash,REJECT,false,false,false,true,true,false,corrupted payload_hash field
stack_corruption_bug,failing,5,smoke,property_id,REJECT,true,true,false,true,true,false,corrupted property_id metadata
stack_corruption_bug,failing,5,smoke,pc_context,REJECT,false,false,false,true,false,true,corrupted PC context bits in packet
stack_corruption_bug,failing,5,smoke,diagnostic_context,REJECT,true,true,false,true,false,true,removed first diagnostic-only event
stack_corruption_bug,failing,5,smoke,cycle_delta,NA,NA,NA,NA,NA,NA,true,cycle_delta is not encoded in current capsule JSON
stack_corruption_bug,failing,1,short,commit_index,REJECT,false,false,false,true,true,false,corrupted commit index bits in packet
stack_corruption_bug,failing,1,short,interrupt_pending,NA,NA,NA,NA,NA,NA,false,interrupt_pending event absent in capsule
stack_corruption_bug,failing,1,short,interrupt_taken,NA,NA,NA,NA,NA,NA,false,interrupt_taken event absent in capsule
stack_corruption_bug,failing,1,short,mmio_read,NA,NA,NA,NA,NA,NA,false,mmio_read event absent in capsule
stack_corruption_bug,failing,1,short,mmio_write,NA,NA,NA,NA,NA,NA,false,mmio_write event absent in capsule
stack_corruption_bug,failing,1,short,mmio_address,NA,NA,NA,NA,NA,NA,false,MMIO event absent in capsule
stack_corruption_bug,failing,1,short,mmio_value,NA,NA,NA,NA,NA,NA,false,MMIO event absent in capsule
stack_corruption_bug,failing,1,short,payload_hash,REJECT,false,false,false,true,true,false,corrupted payload_hash field
stack_corruption_bug,failing,1,short,property_id,REJECT,true,true,false,true,true,false,corrupted property_id metadata
stack_corruption_bug,failing,1,short,pc_context,REJECT,false,false,false,true,false,true,corrupted PC context bits in packet
stack_corruption_bug,failing,1,short,diagnostic_context,REJECT,true,true,false,true,false,true,removed first diagnostic-only event
stack_corruption_bug,failing,1,short,cycle_delta,NA,NA,NA,NA,NA,NA,true,cycle_delta is not encoded in current capsule JSON
stack_corruption_bug,failing,2,short,commit_index,REJECT,false,false,false,true,true,false,corrupted commit index bits in packet
stack_corruption_bug,failing,2,short,interrupt_pending,NA,NA,NA,NA,NA,NA,false,interrupt_pending event absent in capsule
stack_corruption_bug,failing,2,short,interrupt_taken,NA,NA,NA,NA,NA,NA,false,interrupt_taken event absent in capsule
stack_corruption_bug,failing,2,short,mmio_read,NA,NA,NA,NA,NA,NA,false,mmio_read event absent in capsule
stack_corruption_bug,failing,2,short,mmio_write,NA,NA,NA,NA,NA,NA,false,mmio_write event absent in capsule
stack_corruption_bug,failing,2,short,mmio_address,NA,NA,NA,NA,NA,NA,false,MMIO event absent in capsule
stack_corruption_bug,failing,2,short,mmio_value,NA,NA,NA,NA,NA,NA,false,MMIO event absent in capsule
stack_corruption_bug,failing,2,short,payload_hash,REJECT,false,false,false,true,true,false,corrupted payload_hash field
stack_corruption_bug,failing,2,short,property_id,REJECT,true,true,false,true,true,false,corrupted property_id metadata
stack_corruption_bug,failing,2,short,pc_context,REJECT,false,false,false,true,false,true,corrupted PC context bits in packet
stack_corruption_bug,failing,2,short,diagnostic_context,REJECT,true,true,false,true,false,true,removed first diagnostic-only event
stack_corruption_bug,failing,2,short,cycle_delta,NA,NA,NA,NA,NA,NA,true,cycle_delta is not encoded in current capsule JSON
stack_corruption_bug,failing,3,short,commit_index,REJECT,false,false,false,true,true,false,corrupted commit index bits in packet
stack_corruption_bug,failing,3,short,interrupt_pending,NA,NA,NA,NA,NA,NA,false,interrupt_pending event absent in capsule
stack_corruption_bug,failing,3,short,interrupt_taken,NA,NA,NA,NA,NA,NA,false,interrupt_taken event absent in capsule
stack_corruption_bug,failing,3,short,mmio_read,NA,NA,NA,NA,NA,NA,false,mmio_read event absent in capsule
stack_corruption_bug,failing,3,short,mmio_write,NA,NA,NA,NA,NA,NA,false,mmio_write event absent in capsule
stack_corruption_bug,failing,3,short,mmio_address,NA,NA,NA,NA,NA,NA,false,MMIO event absent in capsule
stack_corruption_bug,failing,3,short,mmio_value,NA,NA,NA,NA,NA,NA,false,MMIO event absent in capsule
stack_corruption_bug,failing,3,short,payload_hash,REJECT,false,false,false,true,true,false,corrupted payload_hash field
stack_corruption_bug,failing,3,short,property_id,REJECT,true,true,false,true,true,false,corrupted property_id metadata
stack_corruption_bug,failing,3,short,pc_context,REJECT,false,false,false,true,false,true,corrupted PC context bits in packet
stack_corruption_bug,failing,3,short,diagnostic_context,REJECT,true,true,false,true,false,true,removed first diagnostic-only event
stack_corruption_bug,failing,3,short,cycle_delta,NA,NA,NA,NA,NA,NA,true,cycle_delta is not encoded in current capsule JSON
stack_corruption_bug,failing,4,short,commit_index,REJECT,false,false,false,true,true,false,corrupted commit index bits in packet
stack_corruption_bug,failing,4,short,interrupt_pending,NA,NA,NA,NA,NA,NA,false,interrupt_pending event absent in capsule
stack_corruption_bug,failing,4,short,interrupt_taken,NA,NA,NA,NA,NA,NA,false,interrupt_taken event absent in capsule
stack_corruption_bug,failing,4,short,mmio_read,NA,NA,NA,NA,NA,NA,false,mmio_read event absent in capsule
stack_corruption_bug,failing,4,short,mmio_write,NA,NA,NA,NA,NA,NA,false,mmio_write event absent in capsule
stack_corruption_bug,failing,4,short,mmio_address,NA,NA,NA,NA,NA,NA,false,MMIO event absent in capsule
stack_corruption_bug,failing,4,short,mmio_value,NA,NA,NA,NA,NA,NA,false,MMIO event absent in capsule
stack_corruption_bug,failing,4,short,payload_hash,REJECT,false,false,false,true,true,false,corrupted payload_hash field
stack_corruption_bug,failing,4,short,property_id,REJECT,true,true,false,true,true,false,corrupted property_id metadata
stack_corruption_bug,failing,4,short,pc_context,REJECT,false,false,false,true,false,true,corrupted PC context bits in packet
stack_corruption_bug,failing,4,short,diagnostic_context,REJECT,true,true,false,true,false,true,removed first diagnostic-only event
stack_corruption_bug,failing,4,short,cycle_delta,NA,NA,NA,NA,NA,NA,true,cycle_delta is not encoded in current capsule JSON
stack_corruption_bug,failing,5,short,commit_index,REJECT,false,false,false,true,true,false,corrupted commit index bits in packet
stack_corruption_bug,failing,5,short,interrupt_pending,NA,NA,NA,NA,NA,NA,false,interrupt_pending event absent in capsule
stack_corruption_bug,failing,5,short,interrupt_taken,NA,NA,NA,NA,NA,NA,false,interrupt_taken event absent in capsule
stack_corruption_bug,failing,5,short,mmio_read,NA,NA,NA,NA,NA,NA,false,mmio_read event absent in capsule
stack_corruption_bug,failing,5,short,mmio_write,NA,NA,NA,NA,NA,NA,false,mmio_write event absent in capsule
stack_corruption_bug,failing,5,short,mmio_address,NA,NA,NA,NA,NA,NA,false,MMIO event absent in capsule
stack_corruption_bug,failing,5,short,mmio_value,NA,NA,NA,NA,NA,NA,false,MMIO event absent in capsule
stack_corruption_bug,failing,5,short,payload_hash,REJECT,false,false,false,true,true,false,corrupted payload_hash field
stack_corruption_bug,failing,5,short,property_id,REJECT,true,true,false,true,true,false,corrupted property_id metadata
stack_corruption_bug,failing,5,short,pc_context,REJECT,false,false,false,true,false,true,corrupted PC context bits in packet
stack_corruption_bug,failing,5,short,diagnostic_context,REJECT,true,true,false,true,false,true,removed first diagnostic-only event
stack_corruption_bug,failing,5,short,cycle_delta,NA,NA,NA,NA,NA,NA,true,cycle_delta is not encoded in current capsule JSON
uart_command_bug,failing,1,smoke,commit_index,REJECT,false,false,false,true,true,false,corrupted commit index bits in packet
uart_command_bug,failing,1,smoke,interrupt_pending,NA,NA,NA,NA,NA,NA,false,interrupt_pending event absent in capsule
uart_command_bug,failing,1,smoke,interrupt_taken,NA,NA,NA,NA,NA,NA,false,interrupt_taken event absent in capsule
uart_command_bug,failing,1,smoke,mmio_read,REJECT,false,false,false,true,true,false,removed first mmio_read event
uart_command_bug,failing,1,smoke,mmio_write,REJECT,true,true,false,true,true,false,removed first mmio_write event
uart_command_bug,failing,1,smoke,mmio_address,REJECT,false,false,false,true,true,false,corrupted MMIO address field in packet
uart_command_bug,failing,1,smoke,mmio_value,REJECT,false,false,false,true,true,false,corrupted MMIO value field in packet
uart_command_bug,failing,1,smoke,payload_hash,REJECT,false,false,false,true,true,false,corrupted payload_hash field
uart_command_bug,failing,1,smoke,property_id,REJECT,true,true,false,true,true,false,corrupted property_id metadata
uart_command_bug,failing,1,smoke,pc_context,REJECT,false,false,false,true,false,true,corrupted PC context bits in packet
uart_command_bug,failing,1,smoke,diagnostic_context,REJECT,true,true,false,true,false,true,removed first diagnostic-only event
uart_command_bug,failing,1,smoke,cycle_delta,NA,NA,NA,NA,NA,NA,true,cycle_delta is not encoded in current capsule JSON
uart_command_bug,failing,2,smoke,commit_index,REJECT,false,false,false,true,true,false,corrupted commit index bits in packet
uart_command_bug,failing,2,smoke,interrupt_pending,NA,NA,NA,NA,NA,NA,false,interrupt_pending event absent in capsule
uart_command_bug,failing,2,smoke,interrupt_taken,NA,NA,NA,NA,NA,NA,false,interrupt_taken event absent in capsule
