benchmark,variant,seed,workload_scale,status,first_failure_stage,root_cause,buffer_depth,events,capsule_bytes,overflow,expected_failure,actual_failure,first_divergence,fix_needed,notes
uart_command_bug,no_failure_edge,2,long,FAIL,record_buffer_capacity,BUFFER_OVERFLOW,256,256,5376,true,true,error_code=REPLAY_STIMULUS,error_code=REPLAY_STIMULUS,increase buffer depth or use v2 adaptive compressed replay-critical capture,diagnostic row; source workload_scaling.csv was not modified
uart_command_bug,no_failure_edge,3,long,FAIL,record_buffer_capacity,BUFFER_OVERFLOW,256,256,5376,true,true,error_code=REPLAY_STIMULUS,error_code=REPLAY_STIMULUS,increase buffer depth or use v2 adaptive compressed replay-critical capture,diagnostic row; source workload_scaling.csv was not modified
uart_command_bug,no_failure_edge,4,long,FAIL,record_buffer_capacity,BUFFER_OVERFLOW,256,256,5376,true,true,error_code=REPLAY_STIMULUS,error_code=REPLAY_STIMULUS,increase buffer depth or use v2 adaptive compressed replay-critical capture,diagnostic row; source workload_scaling.csv was not modified
uart_command_bug,no_failure_edge,5,long,FAIL,record_buffer_capacity,BUFFER_OVERFLOW,256,256,5376,true,true,error_code=REPLAY_STIMULUS,error_code=REPLAY_STIMULUS,increase buffer depth or use v2 adaptive compressed replay-critical capture,diagnostic row; source workload_scaling.csv was not modified
uart_command_bug,no_failure_edge,1,stress,FAIL,record_buffer_capacity,BUFFER_OVERFLOW,256,256,5376,true,true,error_code=REPLAY_STIMULUS,error_code=REPLAY_STIMULUS,increase buffer depth or use v2 adaptive compressed replay-critical capture,diagnostic row; source workload_scaling.csv was not modified
uart_command_bug,no_failure_edge,2,stress,FAIL,record_buffer_capacity,BUFFER_OVERFLOW,256,256,5376,true,true,error_code=REPLAY_STIMULUS,error_code=REPLAY_STIMULUS,increase buffer depth or use v2 adaptive compressed replay-critical capture,diagnostic row; source workload_scaling.csv was not modified
uart_command_bug,no_failure_edge,3,stress,FAIL,record_buffer_capacity,BUFFER_OVERFLOW,256,256,5376,true,true,error_code=REPLAY_STIMULUS,error_code=REPLAY_STIMULUS,increase buffer depth or use v2 adaptive compressed replay-critical capture,diagnostic row; source workload_scaling.csv was not modified
uart_command_bug,no_failure_edge,4,stress,FAIL,record_buffer_capacity,BUFFER_OVERFLOW,256,256,5376,true,true,error_code=REPLAY_STIMULUS,error_code=REPLAY_STIMULUS,increase buffer depth or use v2 adaptive compressed replay-critical capture,diagnostic row; source workload_scaling.csv was not modified
uart_command_bug,no_failure_edge,5,stress,FAIL,record_buffer_capacity,BUFFER_OVERFLOW,256,256,5376,true,true,error_code=REPLAY_STIMULUS,error_code=REPLAY_STIMULUS,increase buffer depth or use v2 adaptive compressed replay-critical capture,diagnostic row; source workload_scaling.csv was not modified
watchdog_timeout_bug,failing,1,medium,FAIL,record_buffer_capacity,BUFFER_OVERFLOW,256,256,5376,true,true,error_code=REPLAY_STIMULUS,error_code=REPLAY_STIMULUS,increase buffer depth or use v2 adaptive compressed replay-critical capture,diagnostic row; source workload_scaling.csv was not modified
watchdog_timeout_bug,failing,2,medium,FAIL,record_buffer_capacity,BUFFER_OVERFLOW,256,256,5376,true,true,error_code=REPLAY_STIMULUS,error_code=REPLAY_STIMULUS,increase buffer depth or use v2 adaptive compressed replay-critical capture,diagnostic row; source workload_scaling.csv was not modified
watchdog_timeout_bug,failing,3,medium,FAIL,record_buffer_capacity,BUFFER_OVERFLOW,256,256,5376,true,true,error_code=REPLAY_STIMULUS,error_code=REPLAY_STIMULUS,increase buffer depth or use v2 adaptive compressed replay-critical capture,diagnostic row; source workload_scaling.csv was not modified
watchdog_timeout_bug,failing,4,medium,FAIL,record_buffer_capacity,BUFFER_OVERFLOW,256,256,5376,true,true,error_code=REPLAY_STIMULUS,error_code=REPLAY_STIMULUS,increase buffer depth or use v2 adaptive compressed replay-critical capture,diagnostic row; source workload_scaling.csv was not modified
watchdog_timeout_bug,failing,5,medium,FAIL,record_buffer_capacity,BUFFER_OVERFLOW,256,256,5376,true,true,error_code=REPLAY_STIMULUS,error_code=REPLAY_STIMULUS,increase buffer depth or use v2 adaptive compressed replay-critical capture,diagnostic row; source workload_scaling.csv was not modified
watchdog_timeout_bug,failing,1,long,FAIL,record_buffer_capacity,BUFFER_OVERFLOW,256,256,5376,true,true,error_code=REPLAY_STIMULUS,error_code=REPLAY_STIMULUS,increase buffer depth or use v2 adaptive compressed replay-critical capture,diagnostic row; source workload_scaling.csv was not modified
watchdog_timeout_bug,failing,2,long,FAIL,record_buffer_capacity,BUFFER_OVERFLOW,256,256,5376,true,true,error_code=REPLAY_STIMULUS,error_code=REPLAY_STIMULUS,increase buffer depth or use v2 adaptive compressed replay-critical capture,diagnostic row; source workload_scaling.csv was not modified
watchdog_timeout_bug,failing,3,long,FAIL,record_buffer_capacity,BUFFER_OVERFLOW,256,256,5376,true,true,error_code=REPLAY_STIMULUS,error_code=REPLAY_STIMULUS,increase buffer depth or use v2 adaptive compressed replay-critical capture,diagnostic row; source workload_scaling.csv was not modified
watchdog_timeout_bug,failing,4,long,FAIL,record_buffer_capacity,BUFFER_OVERFLOW,256,256,5376,true,true,error_code=REPLAY_STIMULUS,error_code=REPLAY_STIMULUS,increase buffer depth or use v2 adaptive compressed replay-critical capture,diagnostic row; source workload_scaling.csv was not modified
watchdog_timeout_bug,failing,5,long,FAIL,record_buffer_capacity,BUFFER_OVERFLOW,256,256,5376,true,true,error_code=REPLAY_STIMULUS,error_code=REPLAY_STIMULUS,increase buffer depth or use v2 adaptive compressed replay-critical capture,diagnostic row; source workload_scaling.csv was not modified
watchdog_timeout_bug,failing,1,stress,FAIL,record_buffer_capacity,BUFFER_OVERFLOW,256,256,5376,true,true,error_code=REPLAY_STIMULUS,error_code=REPLAY_STIMULUS,increase buffer depth or use v2 adaptive compressed replay-critical capture,diagnostic row; source workload_scaling.csv was not modified
watchdog_timeout_bug,failing,2,stress,FAIL,record_buffer_capacity,BUFFER_OVERFLOW,256,256,5376,true,true,error_code=REPLAY_STIMULUS,error_code=REPLAY_STIMULUS,increase buffer depth or use v2 adaptive compressed replay-critical capture,diagnostic row; source workload_scaling.csv was not modified
watchdog_timeout_bug,failing,3,stress,FAIL,record_buffer_capacity,BUFFER_OVERFLOW,256,256,5376,true,true,error_code=REPLAY_STIMULUS,error_code=REPLAY_STIMULUS,increase buffer depth or use v2 adaptive compressed replay-critical capture,diagnostic row; source workload_scaling.csv was not modified
watchdog_timeout_bug,failing,4,stress,FAIL,record_buffer_capacity,BUFFER_OVERFLOW,256,256,5376,true,true,error_code=REPLAY_STIMULUS,error_code=REPLAY_STIMULUS,increase buffer depth or use v2 adaptive compressed replay-critical capture,diagnostic row; source workload_scaling.csv was not modified
watchdog_timeout_bug,failing,5,stress,FAIL,record_buffer_capacity,BUFFER_OVERFLOW,256,256,5376,true,true,error_code=REPLAY_STIMULUS,error_code=REPLAY_STIMULUS,increase buffer depth or use v2 adaptive compressed replay-critical capture,diagnostic row; source workload_scaling.csv was not modified
watchdog_timeout_bug,fixed,1,medium,FAIL,record_buffer_capacity,BUFFER_OVERFLOW,256,256,5376,true,true,error_code=REPLAY_STIMULUS,error_code=REPLAY_STIMULUS,increase buffer depth or use v2 adaptive compressed replay-critical capture,diagnostic row; source workload_scaling.csv was not modified
watchdog_timeout_bug,fixed,2,medium,FAIL,record_buffer_capacity,BUFFER_OVERFLOW,256,256,5376,true,true,error_code=REPLAY_STIMULUS,error_code=REPLAY_STIMULUS,increase buffer depth or use v2 adaptive compressed replay-critical capture,diagnostic row; source workload_scaling.csv was not modified
watchdog_timeout_bug,fixed,3,medium,FAIL,record_buffer_capacity,BUFFER_OVERFLOW,256,256,5376,true,true,error_code=REPLAY_STIMULUS,error_code=REPLAY_STIMULUS,increase buffer depth or use v2 adaptive compressed replay-critical capture,diagnostic row; source workload_scaling.csv was not modified
watchdog_timeout_bug,fixed,4,medium,FAIL,record_buffer_capacity,BUFFER_OVERFLOW,256,256,5376,true,true,error_code=REPLAY_STIMULUS,error_code=REPLAY_STIMULUS,increase buffer depth or use v2 adaptive compressed replay-critical capture,diagnostic row; source workload_scaling.csv was not modified
watchdog_timeout_bug,fixed,5,medium,FAIL,record_buffer_capacity,BUFFER_OVERFLOW,256,256,5376,true,true,error_code=REPLAY_STIMULUS,error_code=REPLAY_STIMULUS,increase buffer depth or use v2 adaptive compressed replay-critical capture,diagnostic row; source workload_scaling.csv was not modified
watchdog_timeout_bug,fixed,1,long,FAIL,record_buffer_capacity,BUFFER_OVERFLOW,256,256,5376,true,true,error_code=REPLAY_STIMULUS,error_code=REPLAY_STIMULUS,increase buffer depth or use v2 adaptive compressed replay-critical capture,diagnostic row; source workload_scaling.csv was not modified
watchdog_timeout_bug,fixed,2,long,FAIL,record_buffer_capacity,BUFFER_OVERFLOW,256,256,5376,true,true,error_code=REPLAY_STIMULUS,error_code=REPLAY_STIMULUS,increase buffer depth or use v2 adaptive compressed replay-critical capture,diagnostic row; source workload_scaling.csv was not modified
watchdog_timeout_bug,fixed,3,long,FAIL,record_buffer_capacity,BUFFER_OVERFLOW,256,256,5376,true,true,error_code=REPLAY_STIMULUS,error_code=REPLAY_STIMULUS,increase buffer depth or use v2 adaptive compressed replay-critical capture,diagnostic row; source workload_scaling.csv was not modified
watchdog_timeout_bug,fixed,4,long,FAIL,record_buffer_capacity,BUFFER_OVERFLOW,256,256,5376,true,true,error_code=REPLAY_STIMULUS,error_code=REPLAY_STIMULUS,increase buffer depth or use v2 adaptive compressed replay-critical capture,diagnostic row; source workload_scaling.csv was not modified
watchdog_timeout_bug,fixed,5,long,FAIL,record_buffer_capacity,BUFFER_OVERFLOW,256,256,5376,true,true,error_code=REPLAY_STIMULUS,error_code=REPLAY_STIMULUS,increase buffer depth or use v2 adaptive compressed replay-critical capture,diagnostic row; source workload_scaling.csv was not modified
watchdog_timeout_bug,fixed,1,stress,FAIL,record_buffer_capacity,BUFFER_OVERFLOW,256,256,5376,true,true,error_code=REPLAY_STIMULUS,error_code=REPLAY_STIMULUS,increase buffer depth or use v2 adaptive compressed replay-critical capture,diagnostic row; source workload_scaling.csv was not modified
watchdog_timeout_bug,fixed,2,stress,FAIL,record_buffer_capacity,BUFFER_OVERFLOW,256,256,5376,true,true,error_code=REPLAY_STIMULUS,error_code=REPLAY_STIMULUS,increase buffer depth or use v2 adaptive compressed replay-critical capture,diagnostic row; source workload_scaling.csv was not modified
watchdog_timeout_bug,fixed,3,stress,FAIL,record_buffer_capacity,BUFFER_OVERFLOW,256,256,5376,true,true,error_code=REPLAY_STIMULUS,error_code=REPLAY_STIMULUS,increase buffer depth or use v2 adaptive compressed replay-critical capture,diagnostic row; source workload_scaling.csv was not modified
watchdog_timeout_bug,fixed,4,stress,FAIL,record_buffer_capacity,BUFFER_OVERFLOW,256,256,5376,true,true,error_code=REPLAY_STIMULUS,error_code=REPLAY_STIMULUS,increase buffer depth or use v2 adaptive compressed replay-critical capture,diagnostic row; source workload_scaling.csv was not modified
watchdog_timeout_bug,fixed,5,stress,FAIL,record_buffer_capacity,BUFFER_OVERFLOW,256,256,5376,true,true,error_code=REPLAY_STIMULUS,error_code=REPLAY_STIMULUS,increase buffer depth or use v2 adaptive compressed replay-critical capture,diagnostic row; source workload_scaling.csv was not modified
watchdog_timeout_bug,no_failure_edge,1,medium,FAIL,record_buffer_capacity,BUFFER_OVERFLOW,256,256,5376,true,true,error_code=REPLAY_STIMULUS,error_code=REPLAY_STIMULUS,increase buffer depth or use v2 adaptive compressed replay-critical capture,diagnostic row; source workload_scaling.csv was not modified
watchdog_timeout_bug,no_failure_edge,2,medium,FAIL,record_buffer_capacity,BUFFER_OVERFLOW,256,256,5376,true,true,error_code=REPLAY_STIMULUS,error_code=REPLAY_STIMULUS,increase buffer depth or use v2 adaptive compressed replay-critical capture,diagnostic row; source workload_scaling.csv was not modified
watchdog_timeout_bug,no_failure_edge,3,medium,FAIL,record_buffer_capacity,BUFFER_OVERFLOW,256,256,5376,true,true,error_code=REPLAY_STIMULUS,error_code=REPLAY_STIMULUS,increase buffer depth or use v2 adaptive compressed replay-critical capture,diagnostic row; source workload_scaling.csv was not modified
watchdog_timeout_bug,no_failure_edge,4,medium,FAIL,record_buffer_capacity,BUFFER_OVERFLOW,256,256,5376,true,true,error_code=REPLAY_STIMULUS,error_code=REPLAY_STIMULUS,increase buffer depth or use v2 adaptive compressed replay-critical capture,diagnostic row; source workload_scaling.csv was not modified
watchdog_timeout_bug,no_failure_edge,5,medium,FAIL,record_buffer_capacity,BUFFER_OVERFLOW,256,256,5376,true,true,error_code=REPLAY_STIMULUS,error_code=REPLAY_STIMULUS,increase buffer depth or use v2 adaptive compressed replay-critical capture,diagnostic row; source workload_scaling.csv was not modified
watchdog_timeout_bug,no_failure_edge,1,long,FAIL,record_buffer_capacity,BUFFER_OVERFLOW,256,256,5376,true,true,error_code=REPLAY_STIMULUS,error_code=REPLAY_STIMULUS,increase buffer depth or use v2 adaptive compressed replay-critical capture,diagnostic row; source workload_scaling.csv was not modified
watchdog_timeout_bug,no_failure_edge,2,long,FAIL,record_buffer_capacity,BUFFER_OVERFLOW,256,256,5376,true,true,error_code=REPLAY_STIMULUS,error_code=REPLAY_STIMULUS,increase buffer depth or use v2 adaptive compressed replay-critical capture,diagnostic row; source workload_scaling.csv was not modified
watchdog_timeout_bug,no_failure_edge,3,long,FAIL,record_buffer_capacity,BUFFER_OVERFLOW,256,256,5376,true,true,error_code=REPLAY_STIMULUS,error_code=REPLAY_STIMULUS,increase buffer depth or use v2 adaptive compressed replay-critical capture,diagnostic row; source workload_scaling.csv was not modified
watchdog_timeout_bug,no_failure_edge,4,long,FAIL,record_buffer_capacity,BUFFER_OVERFLOW,256,256,5376,true,true,error_code=REPLAY_STIMULUS,error_code=REPLAY_STIMULUS,increase buffer depth or use v2 adaptive compressed replay-critical capture,diagnostic row; source workload_scaling.csv was not modified
watchdog_timeout_bug,no_failure_edge,5,long,FAIL,record_buffer_capacity,BUFFER_OVERFLOW,256,256,5376,true,true,error_code=REPLAY_STIMULUS,error_code=REPLAY_STIMULUS,increase buffer depth or use v2 adaptive compressed replay-critical capture,diagnostic row; source workload_scaling.csv was not modified
watchdog_timeout_bug,no_failure_edge,1,stress,FAIL,record_buffer_capacity,BUFFER_OVERFLOW,256,256,5376,true,true,error_code=REPLAY_STIMULUS,error_code=REPLAY_STIMULUS,increase buffer depth or use v2 adaptive compressed replay-critical capture,diagnostic row; source workload_scaling.csv was not modified
watchdog_timeout_bug,no_failure_edge,2,stress,FAIL,record_buffer_capacity,BUFFER_OVERFLOW,256,256,5376,true,true,error_code=REPLAY_STIMULUS,error_code=REPLAY_STIMULUS,increase buffer depth or use v2 adaptive compressed replay-critical capture,diagnostic row; source workload_scaling.csv was not modified
watchdog_timeout_bug,no_failure_edge,3,stress,FAIL,record_buffer_capacity,BUFFER_OVERFLOW,256,256,5376,true,true,error_code=REPLAY_STIMULUS,error_code=REPLAY_STIMULUS,increase buffer depth or use v2 adaptive compressed replay-critical capture,diagnostic row; source workload_scaling.csv was not modified
watchdog_timeout_bug,no_failure_edge,4,stress,FAIL,record_buffer_capacity,BUFFER_OVERFLOW,256,256,5376,true,true,error_code=REPLAY_STIMULUS,error_code=REPLAY_STIMULUS,increase buffer depth or use v2 adaptive compressed replay-critical capture,diagnostic row; source workload_scaling.csv was not modified
watchdog_timeout_bug,no_failure_edge,5,stress,FAIL,record_buffer_capacity,BUFFER_OVERFLOW,256,256,5376,true,true,error_code=REPLAY_STIMULUS,error_code=REPLAY_STIMULUS,increase buffer depth or use v2 adaptive compressed replay-critical capture,diagnostic row; source workload_scaling.csv was not modified
