benchmark,variant,seed,recorder_config,config_select,expected_property,sensor_value,replay_sensor_value,command_value,replay_command_value,watchdog_enable,irq_after_command,status,property_id,capsule_words,consumed_count,record_signature,replay_signature,signature_match,changed_input,changed_command,require_signature_match,raw_log,notes
late_config_sequence_bug,failing,1,full,2,5,850,0,0,0,0,0,PASS,5,20,20,0d0e000c,0d0e000c,PASS,PASS,NA,1,results/raw/second_core_v2_smokes/late_config_sequence_bug_full_seed1.txt,"Scoped seeded v2 FemtoRV32 smoke resets the wrapped core, perturbs replay-side host MMIO inputs, requires the v2 replay consumer to consume the captured MMIO/property stream, and reproduces the recorded property signature."
late_config_sequence_bug,failing,2,full,2,5,867,1,0,0,0,0,PASS,5,20,20,0d0e000c,0d0e000c,PASS,PASS,NA,1,results/raw/second_core_v2_smokes/late_config_sequence_bug_full_seed2.txt,"Scoped seeded v2 FemtoRV32 smoke resets the wrapped core, perturbs replay-side host MMIO inputs, requires the v2 replay consumer to consume the captured MMIO/property stream, and reproduces the recorded property signature."
late_config_sequence_bug,failing,3,full,2,5,883,2,0,0,0,0,PASS,5,20,20,0d0e000c,0d0e000c,PASS,PASS,NA,1,results/raw/second_core_v2_smokes/late_config_sequence_bug_full_seed3.txt,"Scoped seeded v2 FemtoRV32 smoke resets the wrapped core, perturbs replay-side host MMIO inputs, requires the v2 replay consumer to consume the captured MMIO/property stream, and reproduces the recorded property signature."
sensor_debounce_bug,failing,1,core,0,3,850,0,0,0,0,0,PASS,3,3,3,5e0500fd,5e0500fd,PASS,PASS,NA,1,results/raw/second_core_v2_smokes/sensor_debounce_bug_core_seed1.txt,"Scoped seeded v2 FemtoRV32 smoke resets the wrapped core, perturbs replay-side host MMIO inputs, requires the v2 replay consumer to consume the captured MMIO/property stream, and reproduces the recorded property signature."
sensor_debounce_bug,failing,2,core,0,3,867,1,0,0,0,0,PASS,3,3,3,5e0500fd,5e0500fd,PASS,PASS,NA,1,results/raw/second_core_v2_smokes/sensor_debounce_bug_core_seed2.txt,"Scoped seeded v2 FemtoRV32 smoke resets the wrapped core, perturbs replay-side host MMIO inputs, requires the v2 replay consumer to consume the captured MMIO/property stream, and reproduces the recorded property signature."
sensor_debounce_bug,failing,3,core,0,3,883,2,0,0,0,0,PASS,3,3,3,5e0500fd,5e0500fd,PASS,PASS,NA,1,results/raw/second_core_v2_smokes/sensor_debounce_bug_core_seed3.txt,"Scoped seeded v2 FemtoRV32 smoke resets the wrapped core, perturbs replay-side host MMIO inputs, requires the v2 replay consumer to consume the captured MMIO/property stream, and reproduces the recorded property signature."
sensor_debounce_bug,failing,1,hashed,1,3,850,0,0,0,0,0,PASS,3,3,3,5e0500fd,5e0500fd,PASS,PASS,NA,1,results/raw/second_core_v2_smokes/sensor_debounce_bug_hashed_seed1.txt,"Scoped seeded v2 FemtoRV32 smoke resets the wrapped core, perturbs replay-side host MMIO inputs, requires the v2 replay consumer to consume the captured MMIO/property stream, and reproduces the recorded property signature."
sensor_debounce_bug,failing,2,hashed,1,3,867,1,0,0,0,0,PASS,3,3,3,5e0500fd,5e0500fd,PASS,PASS,NA,1,results/raw/second_core_v2_smokes/sensor_debounce_bug_hashed_seed2.txt,"Scoped seeded v2 FemtoRV32 smoke resets the wrapped core, perturbs replay-side host MMIO inputs, requires the v2 replay consumer to consume the captured MMIO/property stream, and reproduces the recorded property signature."
sensor_debounce_bug,failing,3,hashed,1,3,883,2,0,0,0,0,PASS,3,3,3,5e0500fd,5e0500fd,PASS,PASS,NA,1,results/raw/second_core_v2_smokes/sensor_debounce_bug_hashed_seed3.txt,"Scoped seeded v2 FemtoRV32 smoke resets the wrapped core, perturbs replay-side host MMIO inputs, requires the v2 replay consumer to consume the captured MMIO/property stream, and reproduces the recorded property signature."
sensor_debounce_bug,failing,1,full,2,3,850,0,0,0,0,0,PASS,3,44,44,5e0500fd,5e0500fd,PASS,PASS,NA,1,results/raw/second_core_v2_smokes/sensor_debounce_bug_full_seed1.txt,"Scoped seeded v2 FemtoRV32 smoke resets the wrapped core, perturbs replay-side host MMIO inputs, requires the v2 replay consumer to consume the captured MMIO/property stream, and reproduces the recorded property signature."
sensor_debounce_bug,failing,2,full,2,3,867,1,0,0,0,0,PASS,3,44,44,5e0500fd,5e0500fd,PASS,PASS,NA,1,results/raw/second_core_v2_smokes/sensor_debounce_bug_full_seed2.txt,"Scoped seeded v2 FemtoRV32 smoke resets the wrapped core, perturbs replay-side host MMIO inputs, requires the v2 replay consumer to consume the captured MMIO/property stream, and reproduces the recorded property signature."
sensor_debounce_bug,failing,3,full,2,3,883,2,0,0,0,0,PASS,3,44,44,5e0500fd,5e0500fd,PASS,PASS,NA,1,results/raw/second_core_v2_smokes/sensor_debounce_bug_full_seed3.txt,"Scoped seeded v2 FemtoRV32 smoke resets the wrapped core, perturbs replay-side host MMIO inputs, requires the v2 replay consumer to consume the captured MMIO/property stream, and reproduces the recorded property signature."
status_clear_on_read_bug,failing,1,core,0,1,850,0,85,0,0,0,PASS,1,4,4,ac7000a1,ac7000a1,PASS,PASS,PASS,1,results/raw/second_core_v2_smokes/status_clear_on_read_bug_core_seed1.txt,"Scoped seeded v2 FemtoRV32 smoke resets the wrapped core, perturbs replay-side host MMIO inputs, requires the v2 replay consumer to consume the captured MMIO/property stream, and reproduces the recorded property signature."
status_clear_on_read_bug,failing,2,core,0,1,867,1,85,1,0,0,PASS,1,4,4,ac7000a1,ac7000a1,PASS,PASS,PASS,1,results/raw/second_core_v2_smokes/status_clear_on_read_bug_core_seed2.txt,"Scoped seeded v2 FemtoRV32 smoke resets the wrapped core, perturbs replay-side host MMIO inputs, requires the v2 replay consumer to consume the captured MMIO/property stream, and reproduces the recorded property signature."
status_clear_on_read_bug,failing,3,core,0,1,883,2,85,2,0,0,PASS,1,4,4,ac7000a1,ac7000a1,PASS,PASS,PASS,1,results/raw/second_core_v2_smokes/status_clear_on_read_bug_core_seed3.txt,"Scoped seeded v2 FemtoRV32 smoke resets the wrapped core, perturbs replay-side host MMIO inputs, requires the v2 replay consumer to consume the captured MMIO/property stream, and reproduces the recorded property signature."
status_clear_on_read_bug,failing,1,hashed,1,1,850,0,85,0,0,0,PASS,1,4,4,ac7000a1,ac7000a1,PASS,PASS,PASS,1,results/raw/second_core_v2_smokes/status_clear_on_read_bug_hashed_seed1.txt,"Scoped seeded v2 FemtoRV32 smoke resets the wrapped core, perturbs replay-side host MMIO inputs, requires the v2 replay consumer to consume the captured MMIO/property stream, and reproduces the recorded property signature."
status_clear_on_read_bug,failing,2,hashed,1,1,867,1,85,1,0,0,PASS,1,4,4,ac7000a1,ac7000a1,PASS,PASS,PASS,1,results/raw/second_core_v2_smokes/status_clear_on_read_bug_hashed_seed2.txt,"Scoped seeded v2 FemtoRV32 smoke resets the wrapped core, perturbs replay-side host MMIO inputs, requires the v2 replay consumer to consume the captured MMIO/property stream, and reproduces the recorded property signature."
status_clear_on_read_bug,failing,3,hashed,1,1,883,2,85,2,0,0,PASS,1,4,4,ac7000a1,ac7000a1,PASS,PASS,PASS,1,results/raw/second_core_v2_smokes/status_clear_on_read_bug_hashed_seed3.txt,"Scoped seeded v2 FemtoRV32 smoke resets the wrapped core, perturbs replay-side host MMIO inputs, requires the v2 replay consumer to consume the captured MMIO/property stream, and reproduces the recorded property signature."
status_clear_on_read_bug,failing,1,full,2,1,850,0,85,0,0,0,PASS,1,26,26,ac7000a1,ac7000a1,PASS,PASS,PASS,1,results/raw/second_core_v2_smokes/status_clear_on_read_bug_full_seed1.txt,"Scoped seeded v2 FemtoRV32 smoke resets the wrapped core, perturbs replay-side host MMIO inputs, requires the v2 replay consumer to consume the captured MMIO/property stream, and reproduces the recorded property signature."
status_clear_on_read_bug,failing,2,full,2,1,867,1,85,1,0,0,PASS,1,26,26,ac7000a1,ac7000a1,PASS,PASS,PASS,1,results/raw/second_core_v2_smokes/status_clear_on_read_bug_full_seed2.txt,"Scoped seeded v2 FemtoRV32 smoke resets the wrapped core, perturbs replay-side host MMIO inputs, requires the v2 replay consumer to consume the captured MMIO/property stream, and reproduces the recorded property signature."
status_clear_on_read_bug,failing,3,full,2,1,883,2,85,2,0,0,PASS,1,26,26,ac7000a1,ac7000a1,PASS,PASS,PASS,1,results/raw/second_core_v2_smokes/status_clear_on_read_bug_full_seed3.txt,"Scoped seeded v2 FemtoRV32 smoke resets the wrapped core, perturbs replay-side host MMIO inputs, requires the v2 replay consumer to consume the captured MMIO/property stream, and reproduces the recorded property signature."
platform2_status_window_bug,failing,1,core,0,1,850,0,85,0,0,0,PASS,1,4,4,ac7000a1,ac7000a1,PASS,PASS,PASS,1,results/raw/second_core_v2_smokes/platform2_status_window_bug_core_seed1.txt,"Scoped seeded v2 FemtoRV32 smoke resets the wrapped core, perturbs replay-side host MMIO inputs, requires the v2 replay consumer to consume the captured MMIO/property stream, and reproduces the recorded property signature."
platform2_status_window_bug,failing,2,core,0,1,867,1,85,1,0,0,PASS,1,4,4,ac7000a1,ac7000a1,PASS,PASS,PASS,1,results/raw/second_core_v2_smokes/platform2_status_window_bug_core_seed2.txt,"Scoped seeded v2 FemtoRV32 smoke resets the wrapped core, perturbs replay-side host MMIO inputs, requires the v2 replay consumer to consume the captured MMIO/property stream, and reproduces the recorded property signature."
platform2_status_window_bug,failing,3,core,0,1,883,2,85,2,0,0,PASS,1,4,4,ac7000a1,ac7000a1,PASS,PASS,PASS,1,results/raw/second_core_v2_smokes/platform2_status_window_bug_core_seed3.txt,"Scoped seeded v2 FemtoRV32 smoke resets the wrapped core, perturbs replay-side host MMIO inputs, requires the v2 replay consumer to consume the captured MMIO/property stream, and reproduces the recorded property signature."
platform2_status_window_bug,failing,1,hashed,1,1,850,0,85,0,0,0,PASS,1,4,4,ac7000a1,ac7000a1,PASS,PASS,PASS,1,results/raw/second_core_v2_smokes/platform2_status_window_bug_hashed_seed1.txt,"Scoped seeded v2 FemtoRV32 smoke resets the wrapped core, perturbs replay-side host MMIO inputs, requires the v2 replay consumer to consume the captured MMIO/property stream, and reproduces the recorded property signature."
platform2_status_window_bug,failing,2,hashed,1,1,867,1,85,1,0,0,PASS,1,4,4,ac7000a1,ac7000a1,PASS,PASS,PASS,1,results/raw/second_core_v2_smokes/platform2_status_window_bug_hashed_seed2.txt,"Scoped seeded v2 FemtoRV32 smoke resets the wrapped core, perturbs replay-side host MMIO inputs, requires the v2 replay consumer to consume the captured MMIO/property stream, and reproduces the recorded property signature."
platform2_status_window_bug,failing,3,hashed,1,1,883,2,85,2,0,0,PASS,1,4,4,ac7000a1,ac7000a1,PASS,PASS,PASS,1,results/raw/second_core_v2_smokes/platform2_status_window_bug_hashed_seed3.txt,"Scoped seeded v2 FemtoRV32 smoke resets the wrapped core, perturbs replay-side host MMIO inputs, requires the v2 replay consumer to consume the captured MMIO/property stream, and reproduces the recorded property signature."
platform2_status_window_bug,failing,1,full,2,1,850,0,85,0,0,0,PASS,1,26,26,ac7000a1,ac7000a1,PASS,PASS,PASS,1,results/raw/second_core_v2_smokes/platform2_status_window_bug_full_seed1.txt,"Scoped seeded v2 FemtoRV32 smoke resets the wrapped core, perturbs replay-side host MMIO inputs, requires the v2 replay consumer to consume the captured MMIO/property stream, and reproduces the recorded property signature."
platform2_status_window_bug,failing,2,full,2,1,867,1,85,1,0,0,PASS,1,26,26,ac7000a1,ac7000a1,PASS,PASS,PASS,1,results/raw/second_core_v2_smokes/platform2_status_window_bug_full_seed2.txt,"Scoped seeded v2 FemtoRV32 smoke resets the wrapped core, perturbs replay-side host MMIO inputs, requires the v2 replay consumer to consume the captured MMIO/property stream, and reproduces the recorded property signature."
platform2_status_window_bug,failing,3,full,2,1,883,2,85,2,0,0,PASS,1,26,26,ac7000a1,ac7000a1,PASS,PASS,PASS,1,results/raw/second_core_v2_smokes/platform2_status_window_bug_full_seed3.txt,"Scoped seeded v2 FemtoRV32 smoke resets the wrapped core, perturbs replay-side host MMIO inputs, requires the v2 replay consumer to consume the captured MMIO/property stream, and reproduces the recorded property signature."
platform2_config_order_bug,failing,1,core,0,5,850,0,0,0,0,0,PASS,5,2,2,0d0e000c,0d0e000c,PASS,PASS,NA,1,results/raw/second_core_v2_smokes/platform2_config_order_bug_core_seed1.txt,"Scoped seeded v2 FemtoRV32 smoke resets the wrapped core, perturbs replay-side host MMIO inputs, requires the v2 replay consumer to consume the captured MMIO/property stream, and reproduces the recorded property signature."
platform2_config_order_bug,failing,2,core,0,5,867,1,0,0,0,0,PASS,5,2,2,0d0e000c,0d0e000c,PASS,PASS,NA,1,results/raw/second_core_v2_smokes/platform2_config_order_bug_core_seed2.txt,"Scoped seeded v2 FemtoRV32 smoke resets the wrapped core, perturbs replay-side host MMIO inputs, requires the v2 replay consumer to consume the captured MMIO/property stream, and reproduces the recorded property signature."
platform2_config_order_bug,failing,3,core,0,5,883,2,0,0,0,0,PASS,5,2,2,0d0e000c,0d0e000c,PASS,PASS,NA,1,results/raw/second_core_v2_smokes/platform2_config_order_bug_core_seed3.txt,"Scoped seeded v2 FemtoRV32 smoke resets the wrapped core, perturbs replay-side host MMIO inputs, requires the v2 replay consumer to consume the captured MMIO/property stream, and reproduces the recorded property signature."
platform2_config_order_bug,failing,1,hashed,1,5,850,0,0,0,0,0,PASS,5,2,2,0d0e000c,0d0e000c,PASS,PASS,NA,1,results/raw/second_core_v2_smokes/platform2_config_order_bug_hashed_seed1.txt,"Scoped seeded v2 FemtoRV32 smoke resets the wrapped core, perturbs replay-side host MMIO inputs, requires the v2 replay consumer to consume the captured MMIO/property stream, and reproduces the recorded property signature."
platform2_config_order_bug,failing,2,hashed,1,5,867,1,0,0,0,0,PASS,5,2,2,0d0e000c,0d0e000c,PASS,PASS,NA,1,results/raw/second_core_v2_smokes/platform2_config_order_bug_hashed_seed2.txt,"Scoped seeded v2 FemtoRV32 smoke resets the wrapped core, perturbs replay-side host MMIO inputs, requires the v2 replay consumer to consume the captured MMIO/property stream, and reproduces the recorded property signature."
platform2_config_order_bug,failing,3,hashed,1,5,883,2,0,0,0,0,PASS,5,2,2,0d0e000c,0d0e000c,PASS,PASS,NA,1,results/raw/second_core_v2_smokes/platform2_config_order_bug_hashed_seed3.txt,"Scoped seeded v2 FemtoRV32 smoke resets the wrapped core, perturbs replay-side host MMIO inputs, requires the v2 replay consumer to consume the captured MMIO/property stream, and reproduces the recorded property signature."
platform2_config_order_bug,failing,1,full,2,5,850,0,0,0,0,0,PASS,5,20,20,0d0e000c,0d0e000c,PASS,PASS,NA,1,results/raw/second_core_v2_smokes/platform2_config_order_bug_full_seed1.txt,"Scoped seeded v2 FemtoRV32 smoke resets the wrapped core, perturbs replay-side host MMIO inputs, requires the v2 replay consumer to consume the captured MMIO/property stream, and reproduces the recorded property signature."
platform2_config_order_bug,failing,2,full,2,5,867,1,0,0,0,0,PASS,5,20,20,0d0e000c,0d0e000c,PASS,PASS,NA,1,results/raw/second_core_v2_smokes/platform2_config_order_bug_full_seed2.txt,"Scoped seeded v2 FemtoRV32 smoke resets the wrapped core, perturbs replay-side host MMIO inputs, requires the v2 replay consumer to consume the captured MMIO/property stream, and reproduces the recorded property signature."
platform2_config_order_bug,failing,3,full,2,5,883,2,0,0,0,0,PASS,5,20,20,0d0e000c,0d0e000c,PASS,PASS,NA,1,results/raw/second_core_v2_smokes/platform2_config_order_bug_full_seed3.txt,"Scoped seeded v2 FemtoRV32 smoke resets the wrapped core, perturbs replay-side host MMIO inputs, requires the v2 replay consumer to consume the captured MMIO/property stream, and reproduces the recorded property signature."
environmental_controller_bug,failing,1,core,0,1,650,0,85,0,0,0,PASS,1,4,4,ac700067,ac700067,PASS,PASS,PASS,1,results/raw/second_core_v2_smokes/environmental_controller_bug_core_seed1.txt,"Scoped seeded v2 FemtoRV32 smoke resets the wrapped core, perturbs replay-side host MMIO inputs, requires the v2 replay consumer to consume the captured MMIO/property stream, and reproduces the recorded property signature."
environmental_controller_bug,failing,2,core,0,1,667,1,85,1,0,0,PASS,1,4,4,ac700067,ac700067,PASS,PASS,PASS,1,results/raw/second_core_v2_smokes/environmental_controller_bug_core_seed2.txt,"Scoped seeded v2 FemtoRV32 smoke resets the wrapped core, perturbs replay-side host MMIO inputs, requires the v2 replay consumer to consume the captured MMIO/property stream, and reproduces the recorded property signature."
environmental_controller_bug,failing,3,core,0,1,683,2,85,2,0,0,PASS,1,4,4,ac700067,ac700067,PASS,PASS,PASS,1,results/raw/second_core_v2_smokes/environmental_controller_bug_core_seed3.txt,"Scoped seeded v2 FemtoRV32 smoke resets the wrapped core, perturbs replay-side host MMIO inputs, requires the v2 replay consumer to consume the captured MMIO/property stream, and reproduces the recorded property signature."
environmental_controller_bug,failing,1,hashed,1,1,650,0,85,0,0,0,PASS,1,4,4,ac700067,ac700067,PASS,PASS,PASS,1,results/raw/second_core_v2_smokes/environmental_controller_bug_hashed_seed1.txt,"Scoped seeded v2 FemtoRV32 smoke resets the wrapped core, perturbs replay-side host MMIO inputs, requires the v2 replay consumer to consume the captured MMIO/property stream, and reproduces the recorded property signature."
environmental_controller_bug,failing,2,hashed,1,1,667,1,85,1,0,0,PASS,1,4,4,ac700067,ac700067,PASS,PASS,PASS,1,results/raw/second_core_v2_smokes/environmental_controller_bug_hashed_seed2.txt,"Scoped seeded v2 FemtoRV32 smoke resets the wrapped core, perturbs replay-side host MMIO inputs, requires the v2 replay consumer to consume the captured MMIO/property stream, and reproduces the recorded property signature."
environmental_controller_bug,failing,3,hashed,1,1,683,2,85,2,0,0,PASS,1,4,4,ac700067,ac700067,PASS,PASS,PASS,1,results/raw/second_core_v2_smokes/environmental_controller_bug_hashed_seed3.txt,"Scoped seeded v2 FemtoRV32 smoke resets the wrapped core, perturbs replay-side host MMIO inputs, requires the v2 replay consumer to consume the captured MMIO/property stream, and reproduces the recorded property signature."
environmental_controller_bug,failing,1,full,2,1,650,0,85,0,0,0,PASS,1,36,36,ac700067,ac700067,PASS,PASS,PASS,1,results/raw/second_core_v2_smokes/environmental_controller_bug_full_seed1.txt,"Scoped seeded v2 FemtoRV32 smoke resets the wrapped core, perturbs replay-side host MMIO inputs, requires the v2 replay consumer to consume the captured MMIO/property stream, and reproduces the recorded property signature."
environmental_controller_bug,failing,2,full,2,1,667,1,85,1,0,0,PASS,1,36,36,ac700067,ac700067,PASS,PASS,PASS,1,results/raw/second_core_v2_smokes/environmental_controller_bug_full_seed2.txt,"Scoped seeded v2 FemtoRV32 smoke resets the wrapped core, perturbs replay-side host MMIO inputs, requires the v2 replay consumer to consume the captured MMIO/property stream, and reproduces the recorded property signature."
environmental_controller_bug,failing,3,full,2,1,683,2,85,2,0,0,PASS,1,36,36,ac700067,ac700067,PASS,PASS,PASS,1,results/raw/second_core_v2_smokes/environmental_controller_bug_full_seed3.txt,"Scoped seeded v2 FemtoRV32 smoke resets the wrapped core, perturbs replay-side host MMIO inputs, requires the v2 replay consumer to consume the captured MMIO/property stream, and reproduces the recorded property signature."
power_rail_sequencer_bug,failing,1,core,0,5,850,0,85,0,0,0,PASS,5,4,4,0d0e001f,0d0e001f,PASS,PASS,PASS,1,results/raw/second_core_v2_smokes/power_rail_sequencer_bug_core_seed1.txt,"Scoped seeded v2 FemtoRV32 smoke resets the wrapped core, perturbs replay-side host MMIO inputs, requires the v2 replay consumer to consume the captured MMIO/property stream, and reproduces the recorded property signature."
power_rail_sequencer_bug,failing,2,core,0,5,867,1,85,1,0,0,PASS,5,4,4,0d0e001f,0d0e001f,PASS,PASS,PASS,1,results/raw/second_core_v2_smokes/power_rail_sequencer_bug_core_seed2.txt,"Scoped seeded v2 FemtoRV32 smoke resets the wrapped core, perturbs replay-side host MMIO inputs, requires the v2 replay consumer to consume the captured MMIO/property stream, and reproduces the recorded property signature."
power_rail_sequencer_bug,failing,3,core,0,5,883,2,85,2,0,0,PASS,5,4,4,0d0e001f,0d0e001f,PASS,PASS,PASS,1,results/raw/second_core_v2_smokes/power_rail_sequencer_bug_core_seed3.txt,"Scoped seeded v2 FemtoRV32 smoke resets the wrapped core, perturbs replay-side host MMIO inputs, requires the v2 replay consumer to consume the captured MMIO/property stream, and reproduces the recorded property signature."
power_rail_sequencer_bug,failing,1,hashed,1,5,850,0,85,0,0,0,PASS,5,4,4,0d0e001f,0d0e001f,PASS,PASS,PASS,1,results/raw/second_core_v2_smokes/power_rail_sequencer_bug_hashed_seed1.txt,"Scoped seeded v2 FemtoRV32 smoke resets the wrapped core, perturbs replay-side host MMIO inputs, requires the v2 replay consumer to consume the captured MMIO/property stream, and reproduces the recorded property signature."
power_rail_sequencer_bug,failing,2,hashed,1,5,867,1,85,1,0,0,PASS,5,4,4,0d0e001f,0d0e001f,PASS,PASS,PASS,1,results/raw/second_core_v2_smokes/power_rail_sequencer_bug_hashed_seed2.txt,"Scoped seeded v2 FemtoRV32 smoke resets the wrapped core, perturbs replay-side host MMIO inputs, requires the v2 replay consumer to consume the captured MMIO/property stream, and reproduces the recorded property signature."
power_rail_sequencer_bug,failing,3,hashed,1,5,883,2,85,2,0,0,PASS,5,4,4,0d0e001f,0d0e001f,PASS,PASS,PASS,1,results/raw/second_core_v2_smokes/power_rail_sequencer_bug_hashed_seed3.txt,"Scoped seeded v2 FemtoRV32 smoke resets the wrapped core, perturbs replay-side host MMIO inputs, requires the v2 replay consumer to consume the captured MMIO/property stream, and reproduces the recorded property signature."
power_rail_sequencer_bug,failing,1,full,2,5,850,0,85,0,0,0,PASS,5,31,31,0d0e001f,0d0e001f,PASS,PASS,PASS,1,results/raw/second_core_v2_smokes/power_rail_sequencer_bug_full_seed1.txt,"Scoped seeded v2 FemtoRV32 smoke resets the wrapped core, perturbs replay-side host MMIO inputs, requires the v2 replay consumer to consume the captured MMIO/property stream, and reproduces the recorded property signature."
power_rail_sequencer_bug,failing,2,full,2,5,867,1,85,1,0,0,PASS,5,31,31,0d0e001f,0d0e001f,PASS,PASS,PASS,1,results/raw/second_core_v2_smokes/power_rail_sequencer_bug_full_seed2.txt,"Scoped seeded v2 FemtoRV32 smoke resets the wrapped core, perturbs replay-side host MMIO inputs, requires the v2 replay consumer to consume the captured MMIO/property stream, and reproduces the recorded property signature."
power_rail_sequencer_bug,failing,3,full,2,5,883,2,85,2,0,0,PASS,5,31,31,0d0e001f,0d0e001f,PASS,PASS,PASS,1,results/raw/second_core_v2_smokes/power_rail_sequencer_bug_full_seed3.txt,"Scoped seeded v2 FemtoRV32 smoke resets the wrapped core, perturbs replay-side host MMIO inputs, requires the v2 replay consumer to consume the captured MMIO/property stream, and reproduces the recorded property signature."
